Date,Year,Month,Geopolitical_Zone,State,Rainfall_mm,Rainy_Days,Max_Daily_Rainfall_mm,Rainfall_Intensity,Drought_Index,Flood_Risk_Index
2016-12-01,2016,12,North-Central,Benue,0.8,0,0.3,0.8,0.83,0.064
2017-01-01,2017,1,North-Central,Benue,1.7,0,0.6,1.7,0.698,0.107
2017-02-01,2017,2,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2017-03-01,2017,3,North-Central,Benue,24.7,5,10.9,4.94,0.344,0.29
2017-04-01,2017,4,North-Central,Benue,173.7,30,84.0,5.79,0.0,0.726
2017-05-01,2017,5,North-Central,Benue,250.4,30,119.3,8.35,0.0,0.754
2017-06-01,2017,6,North-Central,Benue,166.8,30,78.9,5.56,0.114,0.419
2017-07-01,2017,7,North-Central,Benue,113.4,23,49.7,4.93,0.401,0.262
2017-08-01,2017,8,North-Central,Benue,180.0,30,68.1,6.0,0.142,0.325
2017-09-01,2017,9,North-Central,Benue,260.5,30,84.9,8.68,0.0,0.392
2017-10-01,2017,10,North-Central,Benue,149.2,30,45.0,4.97,0.084,0.276
2017-11-01,2017,11,North-Central,Benue,4.2,1,2.1,4.2,0.894,0.053
2017-12-01,2017,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2018-01-01,2018,1,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2018-02-01,2018,2,North-Central,Benue,33.2,7,15.2,4.74,0.0,1.0
2018-03-01,2018,3,North-Central,Benue,13.0,3,5.7,4.33,0.655,0.151
2018-04-01,2018,4,North-Central,Benue,19.1,4,7.7,4.78,0.835,0.067
2018-05-01,2018,5,North-Central,Benue,82.1,16,34.9,5.13,0.481,0.22
2018-06-01,2018,6,North-Central,Benue,231.2,30,82.3,7.71,0.0,0.437
2018-07-01,2018,7,North-Central,Benue,133.2,27,55.0,4.93,0.297,0.29
2018-08-01,2018,8,North-Central,Benue,137.0,27,49.5,5.07,0.347,0.236
2018-09-01,2018,9,North-Central,Benue,224.2,30,94.5,7.47,0.0,0.436
2018-10-01,2018,10,North-Central,Benue,70.6,14,28.9,5.04,0.567,0.177
2018-11-01,2018,11,North-Central,Benue,61.7,12,25.5,5.14,0.0,0.643
2018-12-01,2018,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2019-01-01,2019,1,North-Central,Benue,2.8,1,1.0,2.8,0.503,0.178
2019-02-01,2019,2,North-Central,Benue,2.5,0,1.2,2.5,0.823,0.085
2019-03-01,2019,3,North-Central,Benue,16.9,3,5.5,5.63,0.551,0.146
2019-04-01,2019,4,North-Central,Benue,12.2,2,4.7,6.1,0.895,0.041
2019-05-01,2019,5,North-Central,Benue,77.9,16,29.2,4.87,0.508,0.184
2019-06-01,2019,6,North-Central,Benue,61.3,12,27.7,5.11,0.674,0.147
2019-07-01,2019,7,North-Central,Benue,181.8,30,58.5,6.06,0.04,0.309
2019-08-01,2019,8,North-Central,Benue,212.6,30,103.1,7.09,0.0,0.491
2019-09-01,2019,9,North-Central,Benue,157.0,30,74.3,5.23,0.275,0.343
2019-10-01,2019,10,North-Central,Benue,239.7,30,118.8,7.99,0.0,0.729
2019-11-01,2019,11,North-Central,Benue,55.2,11,26.8,5.02,0.0,0.676
2019-12-01,2019,12,North-Central,Benue,4.1,1,1.6,4.1,0.128,0.34
2020-01-01,2020,1,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2020-02-01,2020,2,North-Central,Benue,0.2,0,0.1,0.2,0.986,0.007
2020-03-01,2020,3,North-Central,Benue,114.4,23,46.8,4.97,0.0,1.0
2020-04-01,2020,4,North-Central,Benue,143.5,29,67.4,4.95,0.0,0.583
2020-05-01,2020,5,North-Central,Benue,117.5,24,49.3,4.9,0.258,0.311
2020-06-01,2020,6,North-Central,Benue,201.4,30,71.3,6.71,0.0,0.379
2020-07-01,2020,7,North-Central,Benue,256.6,30,84.0,8.55,0.0,0.443
2020-08-01,2020,8,North-Central,Benue,76.1,15,31.8,5.07,0.637,0.152
2020-09-01,2020,9,North-Central,Benue,172.6,30,54.0,5.75,0.203,0.249
2020-10-01,2020,10,North-Central,Benue,111.5,22,44.9,5.07,0.316,0.276
2020-11-01,2020,11,North-Central,Benue,15.7,3,5.9,5.23,0.604,0.149
2020-12-01,2020,12,North-Central,Benue,0.2,0,0.1,0.2,0.957,0.021
2021-01-01,2021,1,North-Central,Benue,0.9,0,0.3,0.9,0.84,0.053
2021-02-01,2021,2,North-Central,Benue,7.2,1,3.3,7.2,0.49,0.234
2021-03-01,2021,3,North-Central,Benue,47.6,10,20.9,4.76,0.0,0.555
2021-04-01,2021,4,North-Central,Benue,141.1,28,48.7,5.04,0.0,0.421
2021-05-01,2021,5,North-Central,Benue,90.4,18,28.0,5.02,0.429,0.177
2021-06-01,2021,6,North-Central,Benue,207.8,30,70.4,6.93,0.0,0.374
2021-07-01,2021,7,North-Central,Benue,129.0,26,44.4,4.96,0.319,0.234
2021-08-01,2021,8,North-Central,Benue,147.8,30,64.1,4.93,0.296,0.305
2021-09-01,2021,9,North-Central,Benue,176.6,30,64.5,5.89,0.185,0.298
2021-10-01,2021,10,North-Central,Benue,173.5,30,67.6,5.78,0.0,0.415
2021-11-01,2021,11,North-Central,Benue,329.4,30,162.1,10.98,0.0,1.0
2021-12-01,2021,12,North-Central,Benue,73.2,15,33.6,4.88,0.0,1.0
2022-01-01,2022,1,North-Central,Benue,76.1,15,28.2,5.07,0.0,1.0
2022-02-01,2022,2,North-Central,Benue,41.1,8,18.5,5.14,0.0,1.0
2022-03-01,2022,3,North-Central,Benue,83.9,17,25.9,4.94,0.0,0.688
2022-04-01,2022,4,North-Central,Benue,316.7,30,142.8,10.56,0.0,1.0
2022-05-01,2022,5,North-Central,Benue,362.8,30,111.3,12.09,0.0,0.703
2022-06-01,2022,6,North-Central,Benue,275.7,30,90.8,9.19,0.0,0.482
2022-07-01,2022,7,North-Central,Benue,100.4,20,34.5,5.02,0.47,0.182
2022-08-01,2022,8,North-Central,Benue,249.0,30,100.1,8.3,0.0,0.477
2022-09-01,2022,9,North-Central,Benue,196.9,30,64.8,6.56,0.091,0.299
2022-10-01,2022,10,North-Central,Benue,142.2,28,44.9,5.08,0.127,0.276
2022-11-01,2022,11,North-Central,Benue,2.1,0,1.0,2.1,0.947,0.025
2022-12-01,2022,12,North-Central,Benue,0.1,0,0.0,0.1,0.979,0.0
2023-01-01,2023,1,North-Central,Benue,0.5,0,0.2,0.5,0.911,0.036
2023-02-01,2023,2,North-Central,Benue,105.5,21,50.3,5.02,0.0,1.0
2023-03-01,2023,3,North-Central,Benue,41.2,8,13.2,5.15,0.0,0.351
2023-04-01,2023,4,North-Central,Benue,38.4,8,13.9,4.8,0.668,0.12
2023-05-01,2023,5,North-Central,Benue,69.5,14,31.3,4.96,0.561,0.198
2023-06-01,2023,6,North-Central,Benue,113.2,23,52.2,4.92,0.398,0.277
2023-07-01,2023,7,North-Central,Benue,121.1,24,53.4,5.05,0.361,0.282
2023-08-01,2023,8,North-Central,Benue,129.5,26,55.8,4.98,0.383,0.266
2023-09-01,2023,9,North-Central,Benue,103.9,21,42.7,4.95,0.52,0.197
2023-10-01,2023,10,North-Central,Benue,170.2,30,58.1,5.67,0.0,0.357
2023-11-01,2023,11,North-Central,Benue,51.0,10,21.5,5.1,0.0,0.542
2023-12-01,2023,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
1990-01-01,1990,1,North-Central,FCT,0.1,0,0.0,0.1,0.956,0.0
1990-02-01,1990,2,North-Central,FCT,1.2,0,0.4,1.2,0.749,0.084
1990-03-01,1990,3,North-Central,FCT,4.4,1,1.9,4.4,0.791,0.09
1990-04-01,1990,4,North-Central,FCT,120.4,24,58.4,5.02,0.0,0.605
1990-05-01,1990,5,North-Central,FCT,216.1,30,86.0,7.2,0.0,0.53
1990-06-01,1990,6,North-Central,FCT,181.2,30,86.5,6.04,0.051,0.453
1990-07-01,1990,7,North-Central,FCT,209.9,30,88.5,7.0,0.082,0.387
1990-08-01,1990,8,North-Central,FCT,183.5,30,81.7,6.12,0.305,0.31
1990-09-01,1990,9,North-Central,FCT,224.7,30,110.6,7.49,0.003,0.491
1990-10-01,1990,10,North-Central,FCT,145.7,29,58.3,5.02,0.0,0.436
1990-11-01,1990,11,North-Central,FCT,23.5,5,9.5,4.7,0.0,0.867
1990-12-01,1990,12,North-Central,FCT,16.6,3,6.0,5.53,0.0,1.0
1991-01-01,1991,1,North-Central,FCT,0.7,0,0.2,0.7,0.69,0.089
1991-02-01,1991,2,North-Central,FCT,11.3,2,5.6,5.65,0.0,1.0
1991-03-01,1991,3,North-Central,FCT,21.3,4,9.8,5.32,0.0,0.465
1991-04-01,1991,4,North-Central,FCT,144.7,29,62.3,4.99,0.0,0.645
1991-05-01,1991,5,North-Central,FCT,263.5,30,108.8,8.78,0.0,0.67
1991-06-01,1991,6,North-Central,FCT,175.9,30,59.3,5.86,0.079,0.31
1991-07-01,1991,7,North-Central,FCT,301.9,30,132.0,10.06,0.0,0.577
1991-08-01,1991,8,North-Central,FCT,243.6,30,113.4,8.12,0.077,0.43
1991-09-01,1991,9,North-Central,FCT,197.7,30,87.1,6.59,0.123,0.386
1991-10-01,1991,10,North-Central,FCT,101.4,20,32.1,5.07,0.242,0.24
1991-11-01,1991,11,North-Central,FCT,5.4,1,2.4,5.4,0.507,0.219
1991-12-01,1991,12,North-Central,FCT,0.3,0,0.1,0.3,0.734,0.089
1992-01-01,1992,1,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1992-02-01,1992,2,North-Central,FCT,0.1,0,0.0,0.1,0.979,0.0
1992-03-01,1992,3,North-Central,FCT,24.7,5,7.7,4.94,0.0,0.365
1992-04-01,1992,4,North-Central,FCT,134.6,27,50.0,4.99,0.0,0.518
1992-05-01,1992,5,North-Central,FCT,233.1,30,86.1,7.77,0.0,0.53
1992-06-01,1992,6,North-Central,FCT,248.5,30,89.4,8.28,0.0,0.468
1992-07-01,1992,7,North-Central,FCT,312.2,30,102.5,10.41,0.0,0.448
1992-08-01,1992,8,North-Central,FCT,264.4,30,95.0,8.81,0.0,0.36
1992-09-01,1992,9,North-Central,FCT,312.7,30,105.2,10.42,0.0,0.467
1992-10-01,1992,10,North-Central,FCT,143.0,29,45.0,4.93,0.0,0.336
1992-11-01,1992,11,North-Central,FCT,7.1,1,2.9,7.1,0.352,0.265
1992-12-01,1992,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1993-01-01,1993,1,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1993-02-01,1993,2,North-Central,FCT,2.4,0,1.0,2.4,0.499,0.209
1993-03-01,1993,3,North-Central,FCT,33.0,7,10.6,4.71,0.0,0.503
1993-04-01,1993,4,North-Central,FCT,73.0,15,24.7,4.87,0.244,0.256
1993-05-01,1993,5,North-Central,FCT,199.0,30,63.4,6.63,0.0,0.391
1993-06-01,1993,6,North-Central,FCT,231.5,30,106.7,7.72,0.0,0.559
1993-07-01,1993,7,North-Central,FCT,325.6,30,155.4,10.85,0.0,0.679
1993-08-01,1993,8,North-Central,FCT,304.6,30,138.7,10.15,0.0,0.526
1993-09-01,1993,9,North-Central,FCT,246.1,30,92.1,8.2,0.0,0.408
1993-10-01,1993,10,North-Central,FCT,177.4,30,83.6,5.91,0.0,0.625
1993-11-01,1993,11,North-Central,FCT,18.6,4,9.0,4.65,0.0,0.822
1993-12-01,1993,12,North-Central,FCT,2.0,0,0.7,2.0,0.0,0.621
1994-01-01,1994,1,North-Central,FCT,5.8,1,2.1,5.8,0.0,0.93
1994-02-01,1994,2,North-Central,FCT,0.6,0,0.3,0.6,0.875,0.063
1994-03-01,1994,3,North-Central,FCT,20.8,4,6.7,5.2,0.013,0.318
1994-04-01,1994,4,North-Central,FCT,162.9,30,80.3,5.43,0.0,0.831
1994-05-01,1994,5,North-Central,FCT,186.9,30,71.9,6.23,0.0,0.443
1994-06-01,1994,6,North-Central,FCT,263.0,30,82.8,8.77,0.0,0.434
1994-07-01,1994,7,North-Central,FCT,319.8,30,150.7,10.66,0.0,0.659
1994-08-01,1994,8,North-Central,FCT,386.3,30,174.3,12.88,0.0,0.66
1994-09-01,1994,9,North-Central,FCT,386.1,30,167.0,12.87,0.0,0.741
1994-10-01,1994,10,North-Central,FCT,300.8,30,112.0,10.03,0.0,0.837
1994-11-01,1994,11,North-Central,FCT,16.3,3,6.8,5.43,0.0,0.621
1994-12-01,1994,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1995-01-01,1995,1,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1995-02-01,1995,2,North-Central,FCT,10.8,2,3.6,5.4,0.0,0.752
1995-03-01,1995,3,North-Central,FCT,49.2,10,23.3,4.92,0.0,1.0
1995-04-01,1995,4,North-Central,FCT,147.3,29,57.0,5.08,0.0,0.59
1995-05-01,1995,5,North-Central,FCT,194.0,30,96.0,6.47,0.0,0.591
1995-06-01,1995,6,North-Central,FCT,280.8,30,106.6,9.36,0.0,0.558
1995-07-01,1995,7,North-Central,FCT,383.6,30,118.2,12.79,0.0,0.517
1995-08-01,1995,8,North-Central,FCT,447.3,30,203.5,14.91,0.0,0.771
1995-09-01,1995,9,North-Central,FCT,342.9,30,110.2,11.43,0.0,0.489
1995-10-01,1995,10,North-Central,FCT,205.3,30,84.0,6.84,0.0,0.628
1995-11-01,1995,11,North-Central,FCT,33.3,7,10.2,4.76,0.0,0.931
1995-12-01,1995,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1996-01-01,1996,1,North-Central,FCT,0.3,0,0.1,0.3,0.867,0.044
1996-02-01,1996,2,North-Central,FCT,11.5,2,4.5,5.75,0.0,0.94
1996-03-01,1996,3,North-Central,FCT,52.4,10,17.7,5.24,0.0,0.84
1996-04-01,1996,4,North-Central,FCT,104.2,21,32.5,4.96,0.0,0.336
1996-05-01,1996,5,North-Central,FCT,228.5,30,75.6,7.62,0.0,0.466
1996-06-01,1996,6,North-Central,FCT,284.7,30,132.2,9.49,0.0,0.692
1996-07-01,1996,7,North-Central,FCT,305.1,30,115.7,10.17,0.0,0.506
1996-08-01,1996,8,North-Central,FCT,414.8,30,195.4,13.83,0.0,0.74
1996-09-01,1996,9,North-Central,FCT,306.7,30,104.5,10.22,0.0,0.463
1996-10-01,1996,10,North-Central,FCT,146.7,29,68.5,5.06,0.0,0.512
1996-11-01,1996,11,North-Central,FCT,0.2,0,0.1,0.2,0.982,0.009
1996-12-01,1996,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1997-01-01,1997,1,North-Central,FCT,0.1,0,0.0,0.1,0.956,0.0
1997-02-01,1997,2,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1997-03-01,1997,3,North-Central,FCT,111.2,22,42.5,5.05,0.0,1.0
1997-04-01,1997,4,North-Central,FCT,118.5,24,47.9,4.94,0.0,0.496
1997-05-01,1997,5,North-Central,FCT,228.0,30,68.6,7.6,0.0,0.423
1997-06-01,1997,6,North-Central,FCT,289.8,30,104.8,9.66,0.0,0.549
1997-07-01,1997,7,North-Central,FCT,251.4,30,105.1,8.38,0.0,0.459
1997-08-01,1997,8,North-Central,FCT,272.9,30,106.3,9.1,0.0,0.403
1997-09-01,1997,9,North-Central,FCT,208.8,30,80.5,6.96,0.074,0.357
1997-10-01,1997,10,North-Central,FCT,109.3,22,43.2,4.97,0.183,0.323
1997-11-01,1997,11,North-Central,FCT,16.1,3,6.7,5.37,0.0,0.612
1997-12-01,1997,12,North-Central,FCT,0.1,0,0.0,0.1,0.911,0.0
1998-01-01,1998,1,North-Central,FCT,1.3,0,0.4,1.3,0.424,0.177
1998-02-01,1998,2,North-Central,FCT,2.0,0,0.7,2.0,0.582,0.146
1998-03-01,1998,3,North-Central,FCT,0.7,0,0.3,0.7,0.967,0.014
1998-04-01,1998,4,North-Central,FCT,173.8,30,72.5,5.79,0.0,0.75
1998-05-01,1998,5,North-Central,FCT,254.1,30,99.6,8.47,0.0,0.614
1998-06-01,1998,6,North-Central,FCT,236.8,30,112.7,7.89,0.0,0.59
1998-07-01,1998,7,North-Central,FCT,234.9,30,110.0,7.83,0.0,0.481
1998-08-01,1998,8,North-Central,FCT,329.0,30,137.9,10.97,0.0,0.522
1998-09-01,1998,9,North-Central,FCT,295.3,30,138.9,9.84,0.0,0.616
1998-10-01,1998,10,North-Central,FCT,81.5,16,30.7,5.09,0.391,0.229
1998-11-01,1998,11,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1998-12-01,1998,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
1999-01-01,1999,1,North-Central,FCT,0.5,0,0.2,0.5,0.779,0.089
1999-02-01,1999,2,North-Central,FCT,3.5,1,1.5,3.5,0.269,0.313
1999-03-01,1999,3,North-Central,FCT,7.8,2,3.5,3.9,0.63,0.166
1999-04-01,1999,4,North-Central,FCT,22.7,5,7.6,4.54,0.765,0.079
1999-05-01,1999,5,North-Central,FCT,68.7,14,22.8,4.91,0.577,0.14
1999-06-01,1999,6,North-Central,FCT,87.4,17,41.8,5.14,0.542,0.219
1999-07-01,1999,7,North-Central,FCT,60.8,12,20.1,5.07,0.734,0.088
1999-08-01,1999,8,North-Central,FCT,106.5,21,51.4,5.07,0.596,0.195
1999-09-01,1999,9,North-Central,FCT,68.6,14,31.6,4.9,0.696,0.14
1999-10-01,1999,10,North-Central,FCT,99.9,20,46.6,5.0,0.253,0.348
1999-11-01,1999,11,North-Central,FCT,1.9,0,0.7,1.9,0.827,0.064
1999-12-01,1999,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2000-01-01,2000,1,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2000-02-01,2000,2,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2000-03-01,2000,3,North-Central,FCT,6.7,1,2.8,6.7,0.682,0.133
2000-04-01,2000,4,North-Central,FCT,104.1,21,32.9,4.96,0.0,0.341
2000-05-01,2000,5,North-Central,FCT,234.4,30,94.5,7.81,0.0,0.582
2000-06-01,2000,6,North-Central,FCT,486.1,30,208.1,16.2,0.0,1.0
2000-07-01,2000,7,North-Central,FCT,517.9,30,201.2,17.26,0.0,0.879
2000-08-01,2000,8,North-Central,FCT,128.7,26,52.6,4.95,0.512,0.199
2000-09-01,2000,9,North-Central,FCT,178.1,30,80.6,5.94,0.21,0.357
2000-10-01,2000,10,North-Central,FCT,278.9,30,138.9,9.3,0.0,1.0
2000-11-01,2000,11,North-Central,FCT,12.8,3,4.9,4.27,0.0,0.447
2000-12-01,2000,12,North-Central,FCT,0.2,0,0.1,0.2,0.822,0.089
2001-01-01,2001,1,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2001-02-01,2001,2,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2001-03-01,2001,3,North-Central,FCT,7.9,2,3.0,3.95,0.625,0.142
2001-04-01,2001,4,North-Central,FCT,122.1,24,43.3,5.09,0.0,0.448
2001-05-01,2001,5,North-Central,FCT,164.7,30,81.8,5.49,0.0,0.504
2001-06-01,2001,6,North-Central,FCT,154.4,30,73.0,5.15,0.192,0.382
2001-07-01,2001,7,North-Central,FCT,109.6,22,36.1,4.98,0.521,0.158
2001-08-01,2001,8,North-Central,FCT,176.6,30,57.6,5.89,0.331,0.218
2001-09-01,2001,9,North-Central,FCT,194.9,30,86.3,6.5,0.136,0.383
2001-10-01,2001,10,North-Central,FCT,47.8,10,16.4,4.78,0.643,0.123
2001-11-01,2001,11,North-Central,FCT,14.1,3,6.1,4.7,0.0,0.557
2001-12-01,2001,12,North-Central,FCT,0.8,0,0.3,0.8,0.29,0.266
2002-01-01,2002,1,North-Central,FCT,0.1,0,0.0,0.1,0.956,0.0
2002-02-01,2002,2,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2002-03-01,2002,3,North-Central,FCT,45.8,9,15.4,5.09,0.0,0.731
2002-04-01,2002,4,North-Central,FCT,240.7,30,101.4,8.02,0.0,1.0
2002-05-01,2002,5,North-Central,FCT,127.2,25,60.3,5.09,0.216,0.372
2002-06-01,2002,6,North-Central,FCT,101.9,20,44.4,5.1,0.466,0.232
2002-07-01,2002,7,North-Central,FCT,265.3,30,107.3,8.84,0.0,0.469
2002-08-01,2002,8,North-Central,FCT,198.0,30,59.5,6.6,0.25,0.225
2002-09-01,2002,9,North-Central,FCT,174.8,30,72.7,5.83,0.225,0.322
2002-10-01,2002,10,North-Central,FCT,154.0,30,61.1,5.13,0.0,0.457
2002-11-01,2002,11,North-Central,FCT,0.9,0,0.4,0.9,0.918,0.037
2002-12-01,2002,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2003-01-01,2003,1,North-Central,FCT,2.4,0,1.1,2.4,0.0,0.487
2003-02-01,2003,2,North-Central,FCT,35.9,7,14.3,5.13,0.0,1.0
2003-03-01,2003,3,North-Central,FCT,1.9,0,0.7,1.9,0.91,0.033
2003-04-01,2003,4,North-Central,FCT,152.1,30,74.8,5.07,0.0,0.774
2003-05-01,2003,5,North-Central,FCT,77.4,15,27.7,5.16,0.523,0.171
2003-06-01,2003,6,North-Central,FCT,103.1,21,34.3,4.91,0.46,0.18
2003-07-01,2003,7,North-Central,FCT,144.4,29,60.7,4.98,0.369,0.265
2003-08-01,2003,8,North-Central,FCT,138.0,28,57.0,4.93,0.477,0.216
2003-09-01,2003,9,North-Central,FCT,256.2,30,118.7,8.54,0.0,0.526
2003-10-01,2003,10,North-Central,FCT,166.8,30,82.4,5.56,0.0,0.616
2003-11-01,2003,11,North-Central,FCT,4.4,1,1.5,4.4,0.598,0.137
2003-12-01,2003,12,North-Central,FCT,0.8,0,0.3,0.8,0.29,0.266
2004-01-01,2004,1,North-Central,FCT,2.7,1,1.2,2.7,0.0,0.531
2004-02-01,2004,2,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2004-03-01,2004,3,North-Central,FCT,0.1,0,0.0,0.1,0.995,0.0
2004-04-01,2004,4,North-Central,FCT,139.7,28,61.4,4.99,0.0,0.636
2004-05-01,2004,5,North-Central,FCT,180.4,30,61.2,6.01,0.0,0.377
2004-06-01,2004,6,North-Central,FCT,101.4,20,43.6,5.07,0.469,0.228
2004-07-01,2004,7,North-Central,FCT,123.9,25,58.0,4.96,0.458,0.254
2004-08-01,2004,8,North-Central,FCT,71.8,14,28.3,5.13,0.728,0.107
2004-09-01,2004,9,North-Central,FCT,119.4,24,42.8,4.98,0.47,0.19
2004-10-01,2004,10,North-Central,FCT,42.5,8,18.7,5.31,0.682,0.14
2004-11-01,2004,11,North-Central,FCT,5.4,1,1.8,5.4,0.507,0.164
2004-12-01,2004,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2005-01-01,2005,1,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2005-02-01,2005,2,North-Central,FCT,2.9,1,1.3,2.9,0.394,0.271
2005-03-01,2005,3,North-Central,FCT,26.0,5,8.1,5.2,0.0,0.384
2005-04-01,2005,4,North-Central,FCT,55.7,11,26.9,5.06,0.423,0.278
2005-05-01,2005,5,North-Central,FCT,56.8,11,22.5,5.16,0.65,0.139
2005-06-01,2005,6,North-Central,FCT,116.3,23,43.4,5.06,0.391,0.227
2005-07-01,2005,7,North-Central,FCT,83.0,17,27.1,4.88,0.637,0.118
2005-08-01,2005,8,North-Central,FCT,126.8,25,38.6,5.07,0.52,0.146
2005-09-01,2005,9,North-Central,FCT,293.6,30,105.2,9.79,0.0,0.467
2005-10-01,2005,10,North-Central,FCT,87.0,17,27.5,5.12,0.35,0.206
2005-11-01,2005,11,North-Central,FCT,3.8,1,1.4,3.8,0.653,0.128
2005-12-01,2005,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2006-01-01,2006,1,North-Central,FCT,2.4,0,1.1,2.4,0.0,0.487
2006-02-01,2006,2,North-Central,FCT,7.7,2,3.2,3.85,0.0,0.668
2006-03-01,2006,3,North-Central,FCT,3.1,1,1.2,3.1,0.853,0.057
2006-04-01,2006,4,North-Central,FCT,56.4,11,17.4,5.13,0.416,0.18
2006-05-01,2006,5,North-Central,FCT,103.0,21,47.5,4.9,0.365,0.293
2006-06-01,2006,6,North-Central,FCT,70.1,14,30.3,5.01,0.633,0.159
2006-07-01,2006,7,North-Central,FCT,132.4,26,57.5,5.09,0.421,0.251
2006-08-01,2006,8,North-Central,FCT,438.8,30,208.2,14.63,0.0,0.789
2006-09-01,2006,9,North-Central,FCT,209.0,30,70.9,6.97,0.073,0.314
2006-10-01,2006,10,North-Central,FCT,55.4,11,25.3,5.04,0.586,0.189
2006-11-01,2006,11,North-Central,FCT,1.2,0,0.4,1.2,0.89,0.037
2006-12-01,2006,12,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2007-01-01,2007,1,North-Central,FCT,0.0,0,0.0,0.0,1.0,0.0
2007-02-01,2007,2,North-Central,FCT,4.6,1,2.0,4.6,0.039,0.418
2007-03-01,2007,3,North-Central,FCT,19.1,4,8.0,4.78,0.094,0.38
2007-04-01,2007,4,North-Central,FCT,68.4,14,21.8,4.89,0.292,0.226
2007-05-01,2007,5,North-Central,FCT,107.1,21,40.7,5.1,0.34,0.251
2007-06-01,2007,6,North-Central,FCT,244.7,30,79.9,8.16,0.0,0.418
2007-07-01,2007,7,North-Central,FCT,214.4,30,65.8,7.15,0.063,0.288
2007-08-01,2007,8,North-Central,FCT,483.8,30,222.7,16.13,0.0,0.844
2007-09-01,2007,9,North-Central,FCT,342.9,30,128.1,11.43,0.0,0.568
2007-10-01,2007,10,North-Central,FCT,150.4,30,57.0,5.01,0.0,0.426
2007-11-01,2007,11,North-Central,FCT,9.8,2,3.8,4.9,0.105,0.347
2007-12-01,2007,12,North-Central,FCT,4.0,1,1.6,4.0,0.0,1.0
2008-01-01,2008,1,North-Central,FCT,0.9,0,0.4,0.9,0.602,0.177
2008-02-01,2008,2,North-Central,FCT,0.9,0,0.3,0.9,0.812,0.063
2008-03-01,2008,3,North-Central,FCT,23.3,5,11.2,4.66,0.0,0.531
2008-04-01,2008,4,North-Central,FCT,54.9,11,17.5,4.99,0.432,0.181
2008-05-01,2008,5,North-Central,FCT,84.0,17,39.6,4.94,0.482,0.244
2008-06-01,2008,6,North-Central,FCT,155.8,30,74.2,5.19,0.184,0.389
2008-07-01,2008,7,North-Central,FCT,269.2,30,85.3,8.97,0.0,0.373
2008-08-01,2008,8,North-Central,FCT,430.7,30,187.7,14.36,0.0,0.711
2008-09-01,2008,9,North-Central,FCT,246.0,30,75.3,8.2,0.0,0.334
2008-10-01,2008,10,North-Central,FCT,130.3,26,41.4,5.01,0.026,0.309
2008-11-01,2008,11,North-Central,FCT,0.2,0,0.1,0.2,0.982,0.009
2008-12-01,2008,12,North-Central,FCT,2.7,1,1.0,2.7,0.0,0.888
2009-01-01,2009,1,North-Central,FCT,2.0,0,0.9,2.0,0.115,0.398
2009-02-01,2009,2,North-Central,FCT,0.4,0,0.1,0.4,0.916,0.021
2009-03-01,2009,3,North-Central,FCT,5.2,1,2.5,5.2,0.753,0.119
2009-04-01,2009,4,North-Central,FCT,185.9,30,78.5,6.2,0.0,0.813
2009-05-01,2009,5,North-Central,FCT,190.4,30,57.4,6.35,0.0,0.354
2009-06-01,2009,6,North-Central,FCT,164.7,30,68.2,5.49,0.138,0.357
2009-07-01,2009,7,North-Central,FCT,177.8,30,56.9,5.93,0.223,0.249
2009-08-01,2009,8,North-Central,FCT,301.6,30,118.5,10.05,0.0,0.449
2009-09-01,2009,9,North-Central,FCT,155.9,30,50.7,5.2,0.309,0.225
2009-10-01,2009,10,North-Central,FCT,138.6,28,58.1,4.95,0.0,0.434
